Customer ID,Churn Reason, Total Revenue ,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Churn Category
7398-HPYZQ,,8433.18,Male,30,Yes,0,Beaumont,92223,33.946982,-116.977672,2,71,Offer A,Yes,28.58,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.55,6404,0,0,2029.18,Stayed,
2121-JAFOM,,8432.64,Female,23,Yes,0,Danville,94526,37.815459,-121.977203,1,72,None,Yes,1.67,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0,0,120.24,Stayed,
8760-ZRHKE,,8432.39,Female,80,Yes,1,Berry Creek,95916,39.657228,-121.37778,7,71,None,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0,0,3449.89,Stayed,
0379-DJQHR,,8430.35,Male,60,Yes,0,Sunnyvale,94089,37.421633,-122.009613,1,67,None,Yes,45.25,No,Yes,DSL,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,5398.6,0,0,3031.75,Stayed,
9959-WOFKT,,8423.82,Male,61,No,0,Los Angeles,90019,34.049841,-118.33846,0,71,None,Yes,14.67,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,0,0,1041.57,Stayed,
6749-UTDVX,,8417.44,Male,64,No,0,Brownsville,95919,39.440687,-121.263583,0,72,Offer A,Yes,10.87,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,0,0,782.64,Stayed,
4194-WHFCB,,8416.93,Female,35,Yes,5,Aromas,95004,36.878364,-121.629781,2,59,None,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0,0,2836.13,Stayed,
2003-CKLOR,Moved,8414.62,Male,62,No,0,Igo,96047,40.524535,-122.647172,0,66,Offer A,Yes,25.82,No,Yes,Cable,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0,0,1704.12,Churned,Other
3351-NQLDI,Long distance charges,8414.43,Female,41,Yes,0,Travis Afb,94535,38.265899,-121.939461,1,67,Offer A,Yes,30.94,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,6341.45,0,0,2072.98,Churned,Price
0123-CRBRT,,8405.34,Female,62,Yes,0,Monterey Park,91755,34.049172,-118.115022,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0,0,2878.59,Stayed,
1187-WILMM,,8404.30,Male,39,Yes,0,Lindsay,93247,36.205465,-119.085807,6,63,None,Yes,44.55,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,5597.65,0,0,2806.65,Stayed,
6352-GIGGQ,,8403.59,Male,19,No,0,Escondido,92027,33.141265,-116.967221,0,67,Offer A,Yes,37.32,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8,5903.15,0,0,2500.44,Stayed,
6885-PKOAM,,8397.48,Female,59,Yes,0,San Marcos,92069,33.162624,-117.170863,3,71,None,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,Stayed,
6295-OSINB,,8386.33,Male,20,Yes,0,Samoa,95564,40.809636,-124.189977,2,72,Offer A,Yes,6.89,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.65,7880.25,0,10,496.08,Stayed,
1725-IQNIY,Competitor had better devices,8383.06,Male,34,Yes,0,San Bernardino,92401,34.105935,-117.2914,1,54,None,Yes,42.09,No,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,6110.2,0,0,2272.86,Churned,Competitor
5312-IRCFR,,8378.83,Female,21,Yes,3,Nice,95464,39.12334,-122.838198,8,64,None,Yes,37.47,Yes,Yes,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.85,5980.75,0,0,2398.08,Stayed,
8444-WRIDW,Attitude of support person,8373.29,Female,72,No,0,Thousand Oaks,91362,34.191842,-118.822796,0,66,None,Yes,45.59,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0,140,3008.94,Churned,Attitude
7710-JSYOA,,8366.62,Female,59,Yes,1,Pala,92059,33.384345,-117.072619,0,69,Offer A,Yes,28.53,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.3,6398.05,0,0,1968.57,Stayed,
0455-ENTCR,,8366.45,Male,58,Yes,0,Jamestown,95327,37.84771,-120.486589,1,66,None,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0,0,2828.1,Stayed,
3224-DFQNQ,,8365.68,Female,59,Yes,0,Carmel Valley,93924,36.414611,-121.6386,10,66,None,Yes,37.38,Yes,Yes,Fiber Optic,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89,5898.6,0,0,2467.08,Stayed,
0839-JTCUD,,8358.61,Female,31,Yes,0,Mission Viejo,92691,33.611945,-117.665867,9,66,None,Yes,36.36,Yes,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,5958.85,0,0,2399.76,Stayed,
8405-IGQFX,,8358.42,Female,41,No,0,Bridgeport,93517,38.184583,-119.286558,0,63,Offer B,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817,0,0,2541.42,Stayed,
5360-LJCNJ,,8357.66,Female,37,Yes,0,Tracy,95376,37.680968,-121.446049,4,71,None,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555,0,60,742.66,Stayed,
2789-CZANW,,8351.54,Female,49,Yes,1,Dublin,94568,37.713926,-121.928425,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,0,0,1354.24,Stayed,
8670-ERCJH,,8348.42,Male,33,No,0,Portola Valley,94028,37.369709,-122.215844,0,72,Offer A,Yes,2.56,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,113.4,8164.1,0,0,184.32,Stayed,
4937-QPZPO,,8348.29,Male,62,Yes,3,Snelling,95369,37.521708,-120.426843,3,61,None,Yes,34.54,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0,0,2106.94,Stayed,
3786-WOVKF,,8342.60,Female,69,Yes,0,Anaheim,92807,33.848733,-117.788357,8,72,Offer A,Yes,7.85,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,0,100,565.2,Stayed,
7055-VKGDA,Product dissatisfaction,8342.32,Male,31,No,0,Clarksburg,95612,38.384648,-121.578701,0,54,Offer B,Yes,49.98,No,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,5643.4,0,0,2698.92,Churned,Dissatisfaction
6048-UWKAL,,8336.86,Female,73,Yes,0,Beale Afb,95903,39.125311,-121.392283,2,69,None,Yes,19.39,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0,0,1337.91,Stayed,
6266-QHOJZ,,8336.10,Female,47,No,0,Lomita,90717,33.794209,-118.317354,0,65,None,Yes,38.33,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,89.85,5844.65,0,0,2491.45,Stayed,
9912-OMZDS,,8334.77,Female,63,Yes,1,Playa Del Rey,90293,33.947305,-118.439841,1,59,Offer B,Yes,35.23,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.15,6256.2,0,0,2078.57,Stayed,
1679-JRFBR,,8334.45,Female,27,Yes,0,Long Beach,90805,33.864622,-118.179626,4,70,Offer A,Yes,5.77,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,0,0,403.9,Stayed,
9776-OJUZI,,8329.95,Female,69,No,0,Lost Hills,93249,35.637715,-119.893068,0,65,None,Yes,32.41,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,0,0,2106.65,Stayed,
9614-RMGHA,Competitor made better offer,8329.60,Male,29,Yes,0,San Diego,92117,32.825086,-117.199424,0,65,None,Yes,36.75,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.85,5940.85,0,0,2388.75,Churned,Competitor
5457-COLHT,,8327.39,Male,48,Yes,3,San Francisco,94124,37.731505,-122.384532,5,69,None,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,5542.55,0,0,2784.84,Stayed,
6196-HBOBZ,,8326.15,Male,31,Yes,0,Winnetka,91306,34.209532,-118.577563,9,65,None,Yes,30.44,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0,0,1978.6,Stayed,
7472-EQOAV,,8320.71,Male,76,Yes,2,Laguna Niguel,92677,33.529047,-117.701175,5,71,Offer A,Yes,30.16,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.7,6179.35,0,0,2141.36,Stayed,
5336-UFNZP,,8320.20,Female,65,Yes,3,Monterey Park,91755,34.049172,-118.115022,7,65,Offer B,Yes,19.58,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,7047.5,0,0,1272.7,Stayed,
7964-ZRKKG,,8317.50,Male,44,Yes,0,Van Nuys,91411,34.17847,-118.459472,1,67,None,Yes,37.6,Yes,Yes,Fiber Optic,23,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.4,5798.3,0,0,2519.2,Stayed,
4550-VBOFE,Competitor had better devices,8307.76,Male,69,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,70,None,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,Churned,Competitor
6050-FFXES,,8304.26,Female,51,Yes,0,Garden Grove,92844,33.766476,-117.969795,3,69,None,Yes,14.69,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0,50,1013.61,Stayed,
2250-IVBWA,,8302.71,Male,47,Yes,2,San Jose,95112,37.343827,-121.883119,4,64,None,Yes,49.49,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0,0,3167.36,Stayed,
0324-BRPCJ,Competitor offered more data,8302.09,Female,74,Yes,0,Palmdale,93591,34.598221,-117.79593,1,68,None,Yes,21.33,Yes,Yes,Cable,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0,0,1450.44,Churned,Competitor
8580-QVLOC,Competitor made better offer,8295.69,Female,78,Yes,0,Merced,95348,37.40122,-120.514191,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0,0,1855.44,Churned,Competitor
2790-XUYMV,,8293.14,Male,19,No,1,Mount Hamilton,95140,37.382909,-121.634151,0,71,None,Yes,31.89,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,85.45,6028.95,0,0,2264.19,Stayed,
3324-OIRTO,,8292.34,Male,23,Yes,3,Glennville,93226,35.735694,-118.738483,1,71,Offer A,Yes,14.14,No,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,7288.4,0,0,1003.94,Stayed,
5915-ANOEI,,8291.00,Male,40,Yes,0,Corcoran,93212,36.04533,-119.532424,1,70,None,Yes,39.35,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,79.15,5536.5,0,0,2754.5,Stayed,
6103-LIANB,,8286.06,Male,49,Yes,1,Westminster,92683,33.752591,-117.993661,3,59,None,Yes,41.09,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.5,5861.75,0,0,2424.31,Stayed,
5214-NLTIT,,8278.20,Male,22,Yes,1,Five Points,93624,36.397745,-120.119911,1,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,0,60,1706.4,Stayed,
0378-CJKPV,,8275.39,Female,56,Yes,0,Oak Park,91377,34.19225,-118.776874,1,72,None,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,Stayed,
4191-XOVOM,,8275.19,Male,25,No,0,Oakland,94611,37.828416,-122.216005,0,63,Offer B,Yes,22.73,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.4,6713.2,0,130,1431.99,Stayed,
1291-CUOCY,,8273.24,Male,55,Yes,0,Yorkville,95494,38.888351,-123.239647,7,72,None,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0,0,311.04,Stayed,
3207-OYBWH,Attitude of support person,8259.33,Male,74,Yes,0,Newport Beach,92661,33.601309,-117.902304,1,57,None,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,Churned,Attitude
9675-ICXCT,,8253.59,Male,23,Yes,0,El Cajon,92021,32.832706,-116.873258,8,72,Offer A,Yes,35.07,No,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,5728.55,0,0,2525.04,Stayed,
1170-SASML,,8249.21,Female,33,Yes,0,Desert Hot Springs,92240,33.948558,-116.516976,6,69,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,5869.4,0,0,2379.81,Stayed,
1074-AMIOH,,8234.77,Female,38,Yes,2,San Francisco,94127,37.736535,-122.45732,1,53,None,Yes,43.39,No,Yes,Fiber Optic,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.25,5935.1,0,0,2299.67,Stayed,
2530-FMFXO,,8234.71,Male,38,Yes,1,Irvine,92602,33.720359,-117.733655,3,56,Offer B,Yes,42.16,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,0,0,2360.96,Stayed,
4291-TPNFG,,8229.43,Male,56,Yes,0,Raisin City,93652,36.594542,-119.905245,1,72,Offer A,Yes,29.29,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.3,5980.55,0,140,2108.88,Stayed,
7017-VFHAY,,8228.76,Female,42,Yes,1,Glendora,91740,34.119363,-117.855059,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0,0,1220.61,Stayed,
0326-VDYXE,,8228.70,Female,21,Yes,0,Long Beach,90802,33.752524,-118.210737,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0,80,1166.2,Stayed,
8707-HOEDG,,8225.50,Female,26,Yes,3,Palmdale,93552,34.557711,-118.029441,4,70,None,Yes,5.51,Yes,Yes,Fiber Optic,85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0,150,385.7,Stayed,
6198-PNNSZ,,8224.21,Female,54,Yes,0,Valley Springs,95252,38.156971,-120.849231,9,56,Offer B,Yes,37.76,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109.8,6109.65,0,0,2114.56,Stayed,
9052-VKDUW,,8221.95,Female,68,Yes,0,Pollock Pines,95726,38.733908,-120.453416,8,65,Offer B,Yes,15.3,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.4,7227.45,0,0,994.5,Stayed,
3763-GCZHZ,Competitor offered more data,8214.62,Male,23,Yes,0,Hathaway Pines,95233,38.184914,-120.364085,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890,0,0,1324.62,Churned,Competitor
6771-XWBDM,Product dissatisfaction,8208.76,Female,47,Yes,0,White Water,92282,33.972293,-116.654195,1,57,None,Yes,40.13,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,5921.35,0,0,2287.41,Churned,Dissatisfaction
9481-WHGWY,,8204.85,Female,35,Yes,3,Pleasanton,94588,37.685052,-121.912061,9,70,Offer A,Yes,39.53,No,Yes,DSL,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,5437.75,0,0,2767.1,Stayed,
1656-DRSMG,,8200.58,Female,40,No,0,Chico,95973,39.903272,-121.843567,0,63,Offer B,Yes,19.01,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.85,7002.95,0,0,1197.63,Stayed,
1163-VIPRI,,8198.80,Female,22,Yes,2,Garberville,95542,40.057784,-123.679461,4,65,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,47,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.3,7337.55,0,0,861.25,Stayed,
7067-KSAZT,Competitor made better offer,8194.65,Female,66,Yes,0,Chico,95928,39.681488,-121.83721,1,65,None,Yes,18.69,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,0,0,1214.85,Churned,Competitor
7765-LWVVH,,8192.43,Female,39,Yes,2,Caspar,95420,39.361283,-123.784599,8,72,None,Yes,18.74,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.1,6843.15,0,0,1349.28,Stayed,
1897-OKVMW,,8185.45,Female,44,Yes,1,Lathrop,95330,37.80821,-121.308401,3,64,None,Yes,37,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.6,5817.45,0,0,2368,Stayed,
4476-OSWTN,,8182.80,Male,73,Yes,0,Witter Springs,95493,39.222323,-122.985488,2,69,None,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0,0,572.7,Stayed,
3230-JCNZS,,8178.48,Female,43,Yes,2,San Francisco,94107,37.768881,-122.395521,4,71,Offer A,Yes,15.73,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99,7061.65,0,0,1116.83,Stayed,
0595-ITUDF,,8173.62,Male,21,Yes,1,Fairfax,94930,37.971751,-122.611873,0,64,None,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,5960.5,0,0,2213.12,Stayed,
6916-HIJSE,,8172.30,Female,57,No,0,Fresno,93725,36.623632,-119.741322,0,65,None,Yes,41.74,No,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,0,0,2713.1,Stayed,
0929-PECLO,,8172.20,Female,74,No,0,Klamath,95548,41.572813,-124.035011,0,63,Offer B,Yes,41.8,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,5538.8,0,0,2633.4,Stayed,
4355-HBJHH,Price too high,8158.99,Male,49,Yes,0,Waterford,95386,37.669516,-120.626964,0,67,None,Yes,42.77,Yes,Yes,DSL,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.7,5293.4,0,0,2865.59,Churned,Price
2027-WKXMW,,8155.01,Female,49,Yes,0,Montara,94037,37.540582,-122.509594,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,0,0,1283.31,Stayed,
9844-FELAJ,,8153.85,Female,65,Yes,2,Sacramento,95833,38.619049,-121.517552,2,70,None,Yes,9.4,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,7475.85,0,20,658,Stayed,
0401-WDBXM,,8152.01,Male,22,Yes,3,San Jose,95118,37.255479,-121.889838,4,72,None,Yes,8.33,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.55,7542.25,0,10,599.76,Stayed,
3768-NLUBH,Network reliability,8145.85,Male,73,Yes,0,Torrance,90503,33.840399,-118.353714,1,57,Offer B,Yes,42.1,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6,5746.15,0,0,2399.7,Churned,Dissatisfaction
7868-TMWMZ,,8145.55,Female,69,Yes,0,Berkeley,94703,37.863843,-122.275684,2,60,None,Yes,24.62,No,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110,6668.35,0,0,1477.2,Stayed,
1891-QRQSA,,8144.12,Male,71,Yes,0,Downey,90241,33.940884,-118.128628,9,64,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099,0,0,1045.12,Stayed,
2924-KHUVI,,8141.35,Male,28,Yes,0,Orland,95963,39.748037,-122.302169,7,56,None,Yes,46.9,Yes,Yes,Fiber Optic,48,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,5514.95,0,0,2626.4,Stayed,
0862-PRCBS,,8133.57,Female,32,Yes,3,San Francisco,94132,37.722302,-122.491129,6,68,None,Yes,16.09,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0,0,1094.12,Stayed,
6695-AMZUF,,8130.70,Female,31,Yes,0,Stockton,95219,38.029729,-121.387999,0,70,Offer A,Yes,31.15,No,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0,0,2180.5,Stayed,
0917-EZOLA,Extra data charges,8124.11,Male,66,Yes,0,Lakewood,90713,33.847755,-118.112532,0,72,None,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0,0,434.16,Churned,Price
7317-GGVPB,Product dissatisfaction,8119.86,Male,57,Yes,0,Lotus,95651,38.815515,-120.916997,1,71,Offer A,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0,20,408.96,Churned,Dissatisfaction
5668-MEISB,,8118.92,Female,57,Yes,1,Hacienda Heights,91745,33.998471,-117.973758,1,72,None,Yes,6.41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,106.1,7657.4,0,0,461.52,Stayed,
6481-OGDOO,Competitor made better offer,8116.40,Male,31,Yes,0,San Diego,92129,32.961064,-117.134917,1,67,Offer A,Yes,30.75,No,Yes,Fiber Optic,5,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.6,6056.15,0,0,2060.25,Churned,Competitor
0973-KYVNF,,8115.79,Female,59,Yes,0,Castaic,91384,34.506627,-118.699048,6,72,None,Yes,43.12,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0,0,3104.64,Stayed,
3219-JQRSL,,8112.08,Female,70,Yes,0,Monterey Park,91755,34.049172,-118.115022,1,72,None,Yes,24.44,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,89.1,6352.4,0,0,1759.68,Stayed,
